val1,val2,val3,last_matrix,num_moves_Q_learning_needs,min_a_b_sqrt_c
-5,11,-3,3,7,3.0
3,-1,7,2,11,1.0
8,43,6,3,17,6.0
-12,-22,-4,2,23,4.0
5,3,1,4,5,1.0
-3,27,-9,4,15,3.0
0,-3,-10,1,11,0.0
8,22,2,3,11,2.0
-9,5,1,2,11,1.0
0,-11,-4,1,9,0.0
-1,15,-1,4,15,1.0
4,4,2,3,5,2.0
5,20,3,4,9,3.0
-5,40,-11,1,15,5.0
3,3,1,1,3,1.0
-1,-2,-11,3,13,1.0
-5,0,1,3,5,0.0
2,-2,0,1,3,0.0
11,-110,-11,2,25,10.488088481701515
5,-25,-7,1,11,5.0
2,6,6,2,7,2.0
-4,-3,-2,1,7,1.7320508075688772
7,47,7,2,17,6.855654600401044
-9,-6,7,2,19,2.449489742783178
5,-14,-7,1,11,3.7416573867739413
5,-5,-3,1,7,2.23606797749979
-2,13,-6,1,9,2.0
7,9,3,1,9,3.0
1,-6,3,2,7,1.0
5,15,5,1,9,3.872983346207417
9,-28,-5,1,13,5.0
-1,6,3,2,7,1.0
4,7,4,1,7,2.6457513110645907
-2,-15,-8,4,15,2.0
4,6,-2,1,9,2.0
4,-11,0,4,9,0.0
1,9,-3,1,9,1.0
4,-15,-2,4,9,2.0
8,-25,-6,2,13,5.0
4,11,0,2,9,0.0
0,-16,-4,2,13,0.0
5,-16,1,1,13,1.0
-7,-6,1,3,7,1.0
6,3,2,4,7,1.7320508075688772
4,7,-4,3,11,2.6457513110645907
-9,17,7,2,23,4.123105625617661
7,11,3,1,9,3.0
-10,11,-2,4,11,2.0
0,2,0,4,5,0.0
0,-14,-2,2,13,0.0
3,-4,13,4,17,2.0
1,9,5,3,7,1.0
9,0,5,1,17,0.0
-2,-9,4,2,7,2.0
-4,7,-6,4,9,2.6457513110645907
3,-2,-1,1,3,1.0
1,16,3,3,11,1.0
-8,-7,2,3,9,2.0
5,22,3,3,11,3.0
-2,5,-10,1,11,2.0
7,47,9,1,15,6.855654600401044
-4,11,-4,4,7,3.3166247903554
2,6,0,2,7,0.0
-4,-10,2,3,7,2.0
3,0,-1,4,3,0.0
-3,-1,3,4,5,1.0
-6,24,-6,2,11,4.898979485566356
7,28,3,2,11,3.0
5,-9,-5,1,9,3.0
7,65,7,2,21,7.0
0,6,-8,1,9,0.0
-5,36,-13,4,17,5.0
1,4,1,3,5,1.0
-3,0,3,2,5,0.0
7,1,-1,1,9,1.0
-6,-7,0,1,9,0.0
-5,-14,3,4,7,3.0
-1,-9,1,2,9,1.0
-3,19,-3,2,11,3.0
-2,10,-4,2,7,2.0
6,-29,-10,3,17,5.385164807134504
0,-4,-4,2,5,0.0
7,39,9,3,15,6.244997998398398
-1,9,1,1,11,1.0
6,-7,-6,1,15,2.6457513110645907
0,18,-6,2,13,0.0
-1,1,-3,4,3,1.0
1,3,-9,4,11,1.0
-9,-5,-1,3,11,1.0
4,9,4,4,7,3.0
7,24,7,4,13,4.898979485566356
0,-10,2,2,11,0.0
-3,2,-1,3,3,1.0
-2,50,-10,1,19,2.0
-13,-30,1,3,17,1.0
-9,41,-7,2,19,6.4031242374328485
4,4,2,4,5,2.0
0,9,2,3,9,0.0
3,-6,-1,3,5,1.0
-5,-30,9,3,13,5.0
7,19,7,1,13,4.358898943540674
-8,8,2,2,11,2.0
-7,-22,7,3,13,4.69041575982343
2,-12,2,4,11,2.0
-5,-5,1,4,5,1.0
2,2,2,1,3,1.4142135623730951
-2,-6,-4,4,9,2.0
1,-1,1,3,3,1.0
-6,-13,0,4,11,0.0
4,12,2,3,7,2.0
4,4,0,3,5,0.0
1,5,1,3,7,1.0
1,-8,-5,2,7,1.0
3,-1,1,1,5,1.0
5,3,-3,1,9,1.7320508075688772
0,-22,6,4,13,0.0
6,-11,-4,4,9,3.3166247903554
-5,0,7,3,13,0.0
-1,4,1,3,7,1.0
0,-3,0,2,7,0.0
12,-48,-6,4,17,6.0
1,-5,1,4,7,1.0
3,-11,-5,4,7,3.0
-2,5,-2,3,5,2.0
5,-20,-3,2,9,3.0
3,2,1,1,3,1.0
1,12,1,3,11,1.0
6,6,2,3,7,2.0
-3,29,-7,2,13,3.0
-3,-34,5,2,19,3.0
-4,10,-4,4,7,3.1622776601683795
-8,-2,0,2,9,0.0
-2,10,-6,2,7,2.0
-3,-3,-1,4,5,1.0
-10,-14,2,2,11,2.0
-4,-9,6,1,9,3.0
3,-27,-5,4,15,3.0
-9,-7,3,4,11,2.6457513110645907
3,-3,1,1,5,1.0
-2,1,4,1,7,1.0
3,4,1,3,5,1.0
-2,-22,4,1,13,2.0
-6,12,2,2,11,2.0
3,11,-1,3,11,1.0
9,55,5,3,21,5.0
7,14,-1,1,13,1.0
-2,-5,-2,4,7,2.0
1,5,-13,4,17,1.0
-3,0,3,4,5,0.0
2,38,12,4,19,2.0
-6,-10,-2,1,11,2.0
6,25,8,2,13,5.0
6,15,0,1,11,0.0
-13,9,3,4,17,3.0
-2,4,-2,4,3,2.0
-2,-6,2,2,5,2.0
9,11,1,2,11,1.0
9,27,7,3,15,5.196152422706632
4,30,10,2,15,4.0
-9,40,-3,4,15,3.0
-6,65,-12,1,23,6.0
-1,3,-5,2,5,1.0
-7,18,3,2,15,3.0
4,-9,-10,1,13,3.0
0,16,4,2,11,0.0
-2,2,2,1,5,1.4142135623730951
-9,-18,1,3,11,1.0
-7,-32,5,3,11,5.0
-4,3,6,2,11,1.7320508075688772
2,6,-4,3,9,2.0
-4,5,2,4,9,2.0
7,-1,-3,4,9,1.0
4,-1,-2,2,5,1.0
3,-10,-1,4,9,1.0
-1,10,-5,2,7,1.0
-5,18,-1,2,11,1.0
-4,-1,4,3,7,1.0
-10,-14,-4,2,17,3.7416573867739413
-3,-5,5,4,7,2.23606797749979
-7,6,-5,4,13,2.449489742783178
0,21,-8,2,13,0.0
-7,0,9,4,17,0.0
-2,4,4,2,7,2.0
0,-15,-4,1,11,0.0
3,41,11,3,17,3.0
-4,17,-2,1,11,2.0
-1,7,-1,3,9,1.0
-6,5,-2,3,7,2.0
-9,3,-1,2,9,1.0
0,23,2,3,17,0.0
0,3,2,2,5,0.0
-5,1,-3,2,7,1.0
8,0,4,1,11,0.0
-3,7,1,3,9,1.0
-4,-6,-2,3,9,2.0
10,-5,-2,3,11,2.0
6,-23,0,4,13,0.0
7,37,5,2,13,5.0
1,5,5,1,5,1.0
1,5,-7,3,9,1.0
1,10,5,1,7,1.0
2,-8,0,2,9,0.0
0,-5,0,1,9,0.0
10,26,2,3,13,2.0
3,3,1,3,3,1.0
0,-11,2,4,11,0.0
5,3,7,4,11,1.7320508075688772
1,1,-5,4,7,1.0
0,10,2,4,11,0.0
1,4,7,3,7,1.0
-4,-30,12,3,15,4.0
8,27,10,3,17,5.196152422706632
8,-17,-6,4,13,4.123105625617661
2,10,6,1,7,2.0
-3,-26,9,1,11,3.0
0,-8,-8,2,9,0.0
-1,5,-3,3,5,1.0
4,26,4,3,13,4.0
6,3,0,3,7,0.0
-3,-3,-3,2,7,1.7320508075688772
2,6,6,1,7,2.0
1,5,3,2,5,1.0
-3,5,5,2,9,2.23606797749979
-7,61,-9,1,17,7.0
9,69,11,3,21,8.306623862918075
-9,0,-1,1,9,0.0
3,36,9,3,15,3.0
11,-7,1,4,15,1.0
4,-8,-6,1,9,2.8284271247461903
0,0,-10,1,9,0.0
-10,-5,0,4,11,0.0
-7,13,-5,2,11,3.605551275463989
-7,-15,7,4,13,3.872983346207417
-6,10,0,2,9,0.0
2,-2,2,1,5,1.4142135623730951
11,24,-3,1,27,3.0
6,19,2,2,11,2.0
2,5,4,4,5,2.0
-3,17,-1,3,13,1.0
4,-10,-2,1,7,2.0
4,-29,-6,4,13,4.0
-3,-14,3,2,9,3.0
-3,6,-9,4,11,2.449489742783178
-2,3,2,2,7,1.7320508075688772
0,-11,-6,2,11,0.0
7,-40,-1,3,27,1.0
5,-5,-1,4,5,1.0
0,7,6,2,9,0.0
-1,16,-1,1,13,1.0
-8,17,-8,2,15,4.123105625617661
10,-22,-8,1,17,4.69041575982343
-1,30,1,1,23,1.0
-1,-18,3,4,13,1.0
12,-9,-2,4,15,2.0
-2,-29,8,1,13,2.0
7,-42,-9,2,17,6.48074069840786
2,-10,-8,4,9,2.0
-1,-18,-9,3,15,1.0
3,16,5,3,9,3.0
-2,12,-12,1,21,2.0
6,0,4,4,9,0.0
-2,4,-4,2,5,2.0
-1,8,-3,4,7,1.0
-5,-14,5,3,9,3.7416573867739413
0,-3,0,1,7,0.0
2,-2,0,2,3,0.0
2,-7,-8,4,9,2.0
-2,10,-4,1,7,2.0
10,0,6,4,17,0.0
-2,17,4,3,15,2.0
-2,2,2,1,5,1.4142135623730951
2,11,-6,3,13,2.0
-9,9,-7,4,15,3.0
-2,-9,2,4,7,2.0
6,-14,-8,1,13,3.7416573867739413
-8,-24,4,2,11,4.0
-6,-9,-6,4,15,3.0
8,14,-8,4,21,3.7416573867739413
2,-15,-6,2,9,2.0
1,1,-3,4,5,1.0
1,5,5,3,5,1.0
-2,-37,8,3,15,2.0
6,27,6,1,11,5.196152422706632
-8,6,-8,4,15,2.449489742783178
-4,-13,2,1,9,2.0
-2,-10,-2,2,11,2.0
0,9,-4,1,9,0.0
6,12,2,1,7,2.0
4,8,6,3,9,2.8284271247461903
5,4,1,3,5,1.0
1,2,5,2,5,1.0
7,2,-1,3,9,1.0
-8,15,-4,2,11,3.872983346207417
0,-5,8,2,9,0.0
2,35,-4,3,21,2.0
1,13,7,2,9,1.0
-3,10,-3,1,7,3.0
1,-1,11,3,13,1.0
-8,2,0,2,9,0.0
-4,8,-4,4,7,2.8284271247461903
0,-15,10,2,13,0.0
4,18,8,3,11,4.0
-9,10,-3,2,11,3.0
2,-3,-8,1,9,1.7320508075688772
6,-70,-12,2,19,6.0
4,-8,0,4,7,0.0
-9,23,1,2,15,1.0
4,-7,0,4,7,0.0
-4,-5,2,2,5,2.0
-1,5,-7,1,7,1.0
0,21,-6,2,13,0.0
-3,-2,7,2,9,1.4142135623730951
7,18,7,1,13,4.242640687119285
0,-4,0,4,7,0.0
0,-10,-12,4,13,0.0
-2,1,2,2,5,1.0
2,-10,2,1,11,2.0
-8,1,-2,3,9,1.0
2,-7,-2,2,7,2.0
0,-35,-12,2,23,0.0
-4,14,-6,4,9,3.7416573867739413
-2,-3,2,3,3,1.7320508075688772
8,4,-2,1,11,2.0
1,7,1,2,9,1.0
-4,14,-6,2,9,3.7416573867739413
6,2,0,3,7,0.0
12,-12,8,1,49,3.4641016151377544
-3,-10,1,3,9,1.0
-1,-8,5,4,7,1.0
-1,-16,3,3,11,1.0
10,42,8,4,19,6.48074069840786
4,9,10,3,13,3.0
-4,-3,2,3,5,1.7320508075688772
-3,-6,7,3,9,2.449489742783178
-3,-10,5,3,7,3.0
7,-26,-9,4,15,5.0990195135927845
6,31,10,1,15,5.5677643628300215
-6,52,-14,4,19,6.0
-9,35,-5,2,13,5.0
-2,-6,2,1,5,2.0
-1,-3,3,2,3,1.0
-1,-20,9,1,13,1.0
-2,-10,-4,2,11,2.0
-4,-38,4,3,19,4.0
4,29,10,2,17,4.0
-8,-1,4,4,11,1.0
3,-2,1,4,5,1.0
-3,43,-7,1,17,3.0
2,4,8,1,9,2.0
3,5,7,4,9,2.23606797749979
-1,-6,1,4,7,1.0
-2,6,4,2,9,2.0
-4,11,-2,4,7,2.0
-3,-28,5,3,15,3.0
1,1,9,2,9,1.0
-4,18,-4,4,9,4.0
8,-33,-6,1,17,5.744562646538029
2,25,4,4,15,2.0
1,9,5,1,7,1.0
-7,-5,3,4,9,2.23606797749979
6,49,8,1,15,6.0
-5,10,3,2,13,3.0
1,-11,3,4,11,1.0
0,-3,-10,4,11,0.0
-1,-22,3,3,17,1.0
1,1,-1,4,3,1.0
1,2,11,3,11,1.0
3,2,1,3,3,1.0
-6,20,-6,4,11,4.47213595499958
1,2,-1,1,5,1.0
0,-3,4,1,5,0.0
5,-13,1,3,11,1.0
-5,-10,-7,4,21,3.1622776601683795
-1,26,-3,4,19,1.0
5,13,5,1,9,3.605551275463989
-3,11,-3,3,7,3.0
9,2,-7,1,19,1.4142135623730951
2,-32,-8,4,15,2.0
2,1,-4,1,7,1.0
-8,-42,8,2,15,6.48074069840786
7,-31,-7,4,13,5.5677643628300215
2,2,-2,4,5,1.4142135623730951
7,-29,-7,1,13,5.385164807134504
5,3,-1,3,7,1.0
-7,21,-7,2,13,4.58257569495584
1,-7,1,3,9,1.0
0,-19,-6,1,13,0.0
-1,-5,3,4,5,1.0
0,-5,12,1,15,0.0
4,19,0,2,15,0.0
2,-6,-2,4,5,2.0
3,15,5,3,7,3.0
-6,-2,-8,2,19,1.4142135623730951
-6,25,-2,4,13,2.0
-2,-2,0,2,3,0.0
3,2,3,1,5,1.4142135623730951
-5,10,-5,3,9,3.1622776601683795
-3,11,-3,2,7,3.0
-3,-13,-3,3,17,3.0
-6,8,2,2,11,2.0
-8,32,-10,4,17,5.656854249492381
6,7,0,4,9,0.0
1,-4,-5,3,5,1.0
-6,3,-2,3,7,1.7320508075688772
-8,-44,4,3,17,4.0
-9,0,-5,2,17,0.0
3,-10,-1,4,9,1.0
-5,-17,5,1,9,4.123105625617661
-5,-14,3,2,7,3.0
-3,10,1,1,11,1.0
-5,-19,5,3,9,4.358898943540674
13,-15,-3,1,17,3.0
8,12,0,3,11,0.0
12,21,2,4,21,2.0
4,0,-8,4,13,0.0
1,-7,1,4,9,1.0
3,-5,15,3,19,2.23606797749979
-4,-15,4,3,7,3.872983346207417
3,-16,-1,4,13,1.0
6,-13,-2,2,9,2.0
8,-7,-6,3,17,2.6457513110645907
5,-11,-3,1,7,3.0
-2,19,-2,2,13,2.0
3,15,1,3,11,1.0
2,24,6,2,13,2.0
3,3,-1,1,5,1.0
-6,-3,8,4,21,1.7320508075688772
-5,-14,7,2,11,3.7416573867739413
-3,5,-1,3,5,1.0
-3,11,-1,4,9,1.0
10,16,4,1,15,4.0
-2,6,6,3,9,2.0
1,1,-1,1,3,1.0
3,-7,9,2,13,2.6457513110645907
-9,-11,1,2,11,1.0
3,0,-1,4,3,0.0
-2,-9,-8,4,13,2.0
0,-8,4,1,7,0.0
-1,19,5,4,13,1.0
-1,-3,-5,1,7,1.0
-1,-1,-5,4,7,1.0
-9,-10,7,2,17,3.1622776601683795
6,-17,-2,4,9,2.0
13,-21,-1,4,23,1.0
3,18,3,2,11,3.0
-2,16,-4,4,9,2.0
-3,-6,-3,2,9,2.449489742783178
-7,-39,9,1,15,6.244997998398398
-6,14,-8,4,13,3.7416573867739413
-6,12,-2,1,7,2.0
1,-14,5,4,11,1.0
2,16,6,3,9,2.0
-4,12,-8,1,11,3.4641016151377544
-6,-24,0,2,13,0.0
-5,6,-3,1,7,2.449489742783178
-6,32,-10,4,15,5.656854249492381
0,-7,0,1,11,0.0
4,-5,-4,4,7,2.23606797749979
5,-17,5,1,17,4.123105625617661
-2,7,-4,2,5,2.0
-8,19,-6,4,13,4.358898943540674
5,-4,1,4,7,1.0
3,-5,-3,1,5,2.23606797749979
6,-11,-10,1,15,3.3166247903554
-4,-4,6,4,9,2.0
4,-12,-4,3,7,3.4641016151377544
9,4,3,3,13,2.0
10,41,4,1,17,4.0
-4,16,10,3,21,4.0
0,-9,0,3,11,0.0
1,-12,-5,2,9,1.0
1,25,-5,4,15,1.0
-3,-4,3,1,5,2.0
-8,16,-2,3,9,2.0
9,-58,-7,4,19,7.0
7,-4,5,4,15,2.0
-1,14,3,4,13,1.0
7,-21,-3,4,9,3.0
-1,-5,5,3,5,1.0
-12,58,-8,2,19,7.615773105863909
-5,13,1,2,13,1.0
-4,30,-8,1,11,4.0
-1,5,1,4,7,1.0
-2,-20,6,3,11,2.0
1,8,3,4,7,1.0
0,4,-6,3,7,0.0
-11,39,-7,4,21,6.244997998398398
-9,24,-1,3,13,1.0
0,-30,6,3,15,0.0
4,-14,0,4,11,0.0
4,18,2,2,11,2.0
4,3,-2,3,7,1.7320508075688772
2,28,6,2,15,2.0
-11,-34,-1,3,23,1.0
2,-5,-8,1,9,2.0
0,12,-2,1,13,0.0
-9,-7,3,2,11,2.6457513110645907
0,0,0,2,1,0.0
-6,0,6,2,13,0.0
-8,21,-6,3,13,4.58257569495584
-10,-34,2,3,17,2.0
-7,-7,5,2,11,2.6457513110645907
5,26,3,2,13,3.0
-3,16,3,3,15,3.0
1,5,5,3,5,1.0
3,0,-1,4,3,0.0
10,-56,-6,4,17,6.0
-5,4,-7,3,11,2.0
7,-41,-3,1,15,3.0
-5,-18,7,4,11,4.242640687119285
-1,0,3,4,3,0.0
-2,-23,6,1,11,2.0
-7,17,-1,4,11,1.0
0,-17,-10,4,13,0.0
3,-9,-1,4,7,1.0
-6,13,-4,4,9,3.605551275463989
1,-6,3,3,7,1.0
-6,-19,8,2,13,4.358898943540674
-7,-22,-3,3,19,3.0
-5,-3,3,4,7,1.7320508075688772
3,5,1,1,5,1.0
2,-20,-4,4,13,2.0
-2,-19,4,1,11,2.0
-4,6,-2,1,5,2.0
-6,-8,2,3,7,2.0
2,9,0,1,9,0.0
-10,-17,2,2,11,2.0
-3,2,-5,2,7,1.4142135623730951
-5,16,-5,4,9,4.0
4,28,10,4,13,4.0
1,3,-3,1,5,1.0
8,26,0,3,15,0.0
-14,-55,2,1,25,2.0
-7,-9,3,4,9,3.0
-2,6,-4,2,5,2.0
-2,14,-4,1,9,2.0
-7,-13,-1,4,11,1.0
5,11,1,1,9,1.0
-3,16,5,2,15,3.0
-5,-24,7,1,11,4.898979485566356
1,6,3,3,5,1.0
2,-22,-10,4,13,2.0
0,-8,-2,4,9,0.0
2,-5,0,3,7,0.0
10,3,-2,1,13,1.7320508075688772
7,32,7,2,13,5.656854249492381
2,-3,2,4,7,1.7320508075688772
-8,49,-6,1,17,6.0
5,-23,-5,4,9,4.795831523312719
-4,10,4,1,13,3.1622776601683795
6,-17,-4,3,9,4.0
-5,1,5,3,11,1.0
-2,-1,-6,1,9,1.0
-1,-2,-1,2,5,1.0
9,5,1,3,9,1.0
-4,12,10,2,21,3.4641016151377544
0,6,-2,4,7,0.0
-3,-10,1,2,9,1.0
11,-9,-3,1,13,3.0
0,-6,8,3,9,0.0
3,9,5,2,7,3.0
-8,-7,-2,3,11,2.0
5,4,-1,1,7,1.0
3,21,5,4,11,3.0
-2,2,8,2,11,1.4142135623730951
6,-6,-4,3,9,2.449489742783178
11,-24,-1,1,15,1.0
2,-1,-4,4,5,1.0
-13,14,1,2,17,1.0
7,42,7,3,17,6.48074069840786
-1,-11,-3,1,11,1.0
-4,4,2,4,7,2.0
-1,6,1,2,9,1.0
3,-15,3,1,13,3.0
2,8,2,3,7,2.0
5,19,3,3,9,3.0
-5,10,1,4,9,1.0
3,-2,1,3,5,1.0
-8,8,6,1,23,2.8284271247461903
-3,3,1,3,5,1.0
-5,5,-1,4,5,1.0
-2,18,-8,4,11,2.0
4,6,2,3,5,2.0
-4,-7,6,3,9,2.6457513110645907
1,-24,9,3,15,1.0
-7,38,-5,1,13,5.0
-1,11,5,1,11,1.0
-9,18,-5,4,13,4.242640687119285
-2,4,-6,2,7,2.0
-1,-2,-3,1,5,1.0
4,4,-4,4,9,2.0
-6,6,-2,3,7,2.0
-3,10,-3,2,7,3.0
2,-17,-4,3,11,2.0
-2,23,-6,1,17,2.0
-13,-19,3,2,15,3.0
-4,30,-6,2,11,4.0
-2,20,-6,3,11,2.0
-3,-33,9,4,13,3.0
-6,6,0,2,7,0.0
5,-13,-1,1,9,1.0
-6,23,-4,2,9,4.0
-6,2,-2,4,7,1.4142135623730951
10,-24,0,2,15,0.0
6,-23,-10,1,17,4.795831523312719
-3,5,-3,4,5,2.23606797749979
2,-17,-6,1,9,2.0
0,-17,2,1,15,0.0
6,22,4,1,9,4.0
-1,-3,-5,4,7,1.0
-11,-10,3,1,15,3.0
-3,8,-1,4,7,1.0
5,-19,-3,4,9,3.0
3,-8,-5,1,7,2.8284271247461903
15,-15,-3,1,27,3.0
-10,13,0,3,13,0.0
0,-2,0,3,5,0.0
-2,3,-6,3,7,1.7320508075688772
4,-21,0,4,15,0.0
-2,14,-6,4,9,2.0
4,-10,-6,2,9,3.1622776601683795
4,12,-4,1,13,3.4641016151377544
-1,4,-7,1,7,1.0
4,24,4,3,11,4.0
-13,3,3,2,21,1.7320508075688772
-4,-16,2,1,9,2.0
1,-9,-1,1,9,1.0
3,19,3,3,11,3.0
-2,5,-6,2,7,2.0
0,18,8,2,13,0.0
-4,-7,2,1,5,2.0
-7,-20,1,3,13,1.0
6,-41,-6,3,13,6.0
-1,17,-1,1,17,1.0
6,18,4,3,9,4.0
5,17,-1,1,13,1.0
-6,-7,4,4,9,2.6457513110645907
1,-1,-1,3,1,1.0
0,-11,0,3,13,0.0
0,7,2,2,9,0.0
0,-5,-4,1,7,0.0
0,3,2,1,5,0.0
-4,-13,2,3,9,2.0
-14,-35,6,2,21,5.916079783099616
3,1,3,1,5,1.0
3,2,-5,1,9,1.4142135623730951
-8,-31,4,2,11,4.0
0,-9,-6,2,9,0.0
3,2,-3,4,7,1.4142135623730951
0,1,0,2,3,0.0
4,2,0,3,5,0.0
5,21,3,3,11,3.0
-2,-12,4,3,7,2.0
-2,10,-4,4,7,2.0
1,14,9,3,11,1.0
-6,-2,2,4,7,1.4142135623730951
0,7,6,4,9,0.0
-3,-7,3,1,5,2.6457513110645907
4,40,6,3,17,4.0
-2,19,-4,4,13,2.0
3,-26,-5,2,13,3.0
6,17,6,3,11,4.123105625617661
-1,-9,5,3,7,1.0
9,-3,-3,1,13,1.7320508075688772
-5,-45,9,4,13,5.0
-3,34,-9,4,15,3.0
-1,23,-3,3,15,1.0
-2,11,-2,4,9,2.0
-3,5,-1,1,5,1.0
8,-3,2,4,11,1.7320508075688772
7,-6,3,1,11,2.449489742783178
-2,-13,-4,3,15,2.0
-1,-9,-5,2,9,1.0
4,-1,0,1,5,0.0
9,1,-1,2,11,1.0
5,-15,1,4,11,1.0
-3,11,-1,3,9,1.0
-2,43,-10,4,21,2.0
1,-1,-3,3,3,1.0
-1,-17,5,4,11,1.0
6,16,2,1,9,2.0
-2,-17,-6,1,13,2.0
-4,14,8,2,19,3.7416573867739413
1,1,5,1,5,1.0
-5,1,-1,1,5,1.0
-1,-17,11,3,15,1.0
2,-25,-6,1,13,2.0
3,9,5,1,7,3.0
-1,-7,-3,3,9,1.0
6,-18,-2,4,9,2.0
6,9,0,2,9,0.0
0,11,6,2,9,0.0
0,-8,4,4,7,0.0
-5,-18,1,2,11,1.0
3,0,1,4,3,0.0
8,14,-2,4,13,2.0
-5,13,-3,2,7,3.0
1,-6,3,2,7,1.0
7,45,5,3,23,5.0
-1,2,9,2,11,1.0
4,-8,6,1,13,2.8284271247461903
-2,-1,-4,2,7,1.0
3,26,9,4,13,3.0
-2,-5,0,2,7,0.0
6,1,2,1,7,1.0
-2,-2,6,3,7,1.4142135623730951
2,1,0,3,3,0.0
4,4,6,1,9,2.0
12,-7,-6,3,21,2.6457513110645907
-2,12,-4,4,7,2.0
-7,8,-3,1,9,2.8284271247461903
6,-36,-2,4,17,2.0
1,-14,5,3,11,1.0
3,21,9,3,13,3.0
-7,17,-3,2,9,3.0
-4,-1,4,2,7,1.0
3,-2,3,3,7,1.4142135623730951
-3,-6,1,2,5,1.0
-5,2,1,3,7,1.0
3,8,3,4,5,2.8284271247461903
1,5,1,2,7,1.0
-7,-47,9,4,15,6.855654600401044
-10,20,-6,2,15,4.47213595499958
0,11,0,1,13,0.0
2,-5,0,3,7,0.0
0,-9,0,2,11,0.0
-8,7,0,3,9,0.0
-3,2,1,2,5,1.0
0,3,0,3,7,0.0
6,-14,-4,4,9,3.7416573867739413
-5,17,-5,2,9,4.123105625617661
1,-7,9,3,11,1.0
0,26,10,1,19,0.0
-2,2,-8,3,9,1.4142135623730951
-3,-17,11,1,13,3.0
3,-16,1,4,15,1.0
-5,-11,-5,2,19,3.3166247903554
2,-1,0,4,3,0.0
-4,-22,4,1,11,4.0
-8,16,-8,4,19,4.0
-1,10,-3,4,9,1.0
-2,10,0,2,11,0.0
-2,4,4,1,7,2.0
0,9,6,3,9,0.0
-10,21,-2,2,13,2.0
-5,3,5,2,13,1.7320508075688772
11,66,9,3,21,8.12403840463596
-9,-28,3,2,13,3.0
-7,-33,7,1,13,5.744562646538029
1,-1,1,4,3,1.0
-4,15,0,3,11,0.0
5,-3,1,3,7,1.0
-1,4,-13,2,15,1.0
-2,17,-2,2,17,2.0
-4,-5,4,2,7,2.23606797749979
-3,-11,5,2,7,3.0
-3,-29,3,3,21,3.0
2,-4,-2,4,3,2.0
0,9,-2,1,9,0.0
-1,-10,5,3,7,1.0
13,-24,-3,1,15,3.0
9,-13,-5,4,15,3.605551275463989
-4,-1,2,4,5,1.0
0,4,4,2,5,0.0
-11,7,-1,4,11,1.0
-6,-9,12,4,25,3.0
-9,-6,7,2,19,2.449489742783178
0,-10,-6,3,9,0.0
7,46,3,3,19,3.0
-9,-6,3,4,13,2.449489742783178
4,-4,-14,4,21,2.0
-13,5,-1,2,17,1.0
7,-10,1,2,11,1.0
6,5,2,1,7,2.0
-1,1,-7,3,7,1.0
8,-2,2,4,11,1.4142135623730951
1,3,-1,1,5,1.0
1,-7,1,3,9,1.0
2,-4,0,3,5,0.0
-2,-12,8,3,9,2.0
-2,4,-2,1,3,2.0
-1,3,1,3,5,1.0
-3,8,-3,4,5,2.8284271247461903
7,-8,1,4,11,1.0
-2,9,-6,2,7,2.0
-2,2,0,4,3,0.0
2,-5,-2,4,5,2.0
1,0,1,1,1,0.0
-8,33,-6,2,13,5.744562646538029
1,-19,7,4,13,1.0
-4,7,0,4,7,0.0
-4,12,-2,4,7,2.0
7,-27,-3,4,11,3.0
1,-14,3,1,13,1.0
0,-5,4,2,7,0.0
8,2,2,3,9,1.4142135623730951
-5,-13,1,4,9,1.0
-8,-1,0,3,9,0.0
8,-2,4,1,13,1.4142135623730951
3,2,5,3,7,1.4142135623730951
2,17,4,1,11,2.0
-7,49,-11,4,17,7.0
1,16,-5,1,15,1.0
10,2,2,1,11,1.4142135623730951
-7,11,-1,2,9,1.0
-6,7,0,1,9,0.0
7,-6,-1,1,7,1.0
-4,1,-4,2,7,1.0
1,7,3,1,7,1.0
-6,15,-2,2,9,2.0
-7,23,-1,4,13,1.0
7,33,7,3,13,5.744562646538029
7,3,-3,1,11,1.7320508075688772
12,-31,-2,1,25,2.0
-5,17,-7,4,11,4.123105625617661
-7,51,-9,2,15,7.0
6,28,6,2,11,5.291502622129181
-9,5,-7,3,23,2.23606797749979
0,-22,-6,1,15,0.0
-3,-3,-5,2,9,1.7320508075688772
7,28,5,2,15,5.0
-1,-7,3,2,7,1.0
0,-25,-10,2,15,0.0
-3,13,-7,4,9,3.0
3,-17,3,4,15,3.0
-6,23,-8,4,13,4.795831523312719
-5,-14,3,1,7,3.0
4,0,-4,3,7,0.0
-3,12,-1,4,9,1.0
5,-20,-7,4,11,4.47213595499958
0,-4,-6,2,7,0.0
7,-12,-1,2,9,1.0
-4,8,-2,4,5,2.0
-4,-18,2,2,11,2.0
-3,16,-13,2,17,3.0
3,1,-1,4,5,1.0
-3,13,-3,2,9,3.0
8,-13,-2,4,9,2.0
0,-3,4,2,5,0.0
-11,-54,5,2,17,5.0
-9,47,-5,3,15,5.0
-4,10,-2,4,7,2.0
-8,-22,4,3,11,4.0
2,1,2,1,3,1.0
3,5,9,3,11,2.23606797749979
6,6,-6,1,13,2.449489742783178
2,1,-2,1,5,1.0
-1,2,-1,2,3,1.0
1,-20,1,2,19,1.0
1,0,-3,4,3,0.0
-7,10,1,2,11,1.0
-7,6,-1,1,7,1.0
-1,-2,5,2,5,1.0
